file,bytes,n_playlists,n_tracks,parse_s
mpd.slice.382000-382999.json,32557839,1000,64362,0.3740972090163268
mpd.slice.383000-383999.json,32031303,1000,63340,0.35898041698965244
mpd.slice.384000-384999.json,33362184,1000,66030,0.37263412500033155
mpd.slice.385000-385999.json,33298256,1000,65853,0.40346758300438523
mpd.slice.386000-386999.json,33697476,1000,66483,0.39904366701375693
mpd.slice.387000-387999.json,33343721,1000,65954,0.3866938329883851
mpd.slice.388000-388999.json,35266373,1000,69722,0.3983934999851044
mpd.slice.389000-389999.json,32014441,1000,63235,0.3575821249978617
mpd.slice.39000-39999.json,34015277,1000,67330,0.38240337499883026
mpd.slice.390000-390999.json,33905442,1000,67098,0.3799182499933522
mpd.slice.391000-391999.json,33229960,1000,65689,0.3762426250032149
mpd.slice.392000-392999.json,32592056,1000,64485,0.40018950001103804
mpd.slice.393000-393999.json,32521293,1000,64311,0.39545866698608734
mpd.slice.394000-394999.json,32805008,1000,64834,0.3961816670198459
mpd.slice.395000-395999.json,33437232,1000,66127,0.37682933401083574
mpd.slice.396000-396999.json,34320525,1000,67891,0.3830369590141345
mpd.slice.397000-397999.json,33252445,1000,65664,0.37439524999354035
mpd.slice.398000-398999.json,34177160,1000,67634,0.3834712919779122
mpd.slice.399000-399999.json,33390933,1000,66047,0.3743538749986328
mpd.slice.4000-4999.json,34399192,1000,68101,0.38719354197382927
mpd.slice.40000-40999.json,33294135,1000,65827,0.38120383297791705
mpd.slice.400000-400999.json,33897759,1000,67027,0.3930498750123661
mpd.slice.401000-401999.json,33639446,1000,66556,0.37753408300341107
mpd.slice.402000-402999.json,32226163,1000,63713,0.3601384999928996
mpd.slice.403000-403999.json,33044789,1000,65315,0.37196629200479947
mpd.slice.404000-404999.json,34532624,1000,68301,0.3875992090033833
mpd.slice.405000-405999.json,33010670,1000,65322,0.3720447499945294
mpd.slice.406000-406999.json,33790747,1000,66773,0.3803731660009362
mpd.slice.407000-407999.json,34613466,1000,68515,0.38646270902245305
mpd.slice.408000-408999.json,32493068,1000,64209,0.36375308298738673
mpd.slice.409000-409999.json,33479378,1000,66257,0.37451620801584795
mpd.slice.41000-41999.json,34108173,1000,67448,0.38141016601002775
mpd.slice.410000-410999.json,34144596,1000,67519,0.3839787089964375
mpd.slice.411000-411999.json,34035390,1000,67349,0.3818092090077698
mpd.slice.412000-412999.json,33214855,1000,65625,0.37147162499604747
mpd.slice.413000-413999.json,32834402,1000,64909,0.3690539159870241
mpd.slice.414000-414999.json,34847317,1000,68970,0.39731441700132564
mpd.slice.415000-415999.json,34221673,1000,67692,0.38252329200622626
mpd.slice.416000-416999.json,33385241,1000,65939,0.37528891701367684
mpd.slice.417000-417999.json,34380585,1000,68107,0.3864295000093989
mpd.slice.418000-418999.json,33365289,1000,66056,0.3826125409977976
mpd.slice.419000-419999.json,32030532,1000,63233,0.366265791002661
mpd.slice.42000-42999.json,34047880,1000,67382,0.38268404197879136
mpd.slice.420000-420999.json,33152102,1000,65553,0.3819636249972973
mpd.slice.421000-421999.json,32603613,1000,64380,0.7580292920174543
mpd.slice.422000-422999.json,34619949,1000,68523,0.5064251250005327
mpd.slice.423000-423999.json,33418744,1000,66117,0.526513040997088
mpd.slice.424000-424999.json,34009790,1000,67306,0.4503697500040289
mpd.slice.425000-425999.json,33906964,1000,67111,0.38384516700170934
mpd.slice.426000-426999.json,32780784,1000,64791,0.36828083300497383
mpd.slice.427000-427999.json,33661597,1000,66637,0.3838047919853125
mpd.slice.428000-428999.json,32449159,1000,64171,0.3654905419971328
mpd.slice.429000-429999.json,32926427,1000,65098,0.3695867909991648
mpd.slice.43000-43999.json,33970379,1000,67249,0.3854501669993624
mpd.slice.430000-430999.json,34266157,1000,67855,0.38569616700988263
mpd.slice.431000-431999.json,33081662,1000,65473,0.37302804199862294
mpd.slice.432000-432999.json,32901333,1000,65107,0.374467707995791
mpd.slice.433000-433999.json,34014090,1000,67309,0.38202175000333227
mpd.slice.434000-434999.json,32675370,1000,64639,0.3650907920091413
mpd.slice.435000-435999.json,33428308,1000,66139,0.3800853749853559
mpd.slice.436000-436999.json,32130929,1000,63481,0.3603344169969205
mpd.slice.437000-437999.json,34407583,1000,68005,0.3838095409737434
mpd.slice.438000-438999.json,33380094,1000,66053,0.3745177499949932
mpd.slice.439000-439999.json,34897016,1000,68989,0.39312787499511614
mpd.slice.44000-44999.json,34815918,1000,68859,0.3915278750064317
mpd.slice.440000-440999.json,32074813,1000,63414,0.36027749997447245
mpd.slice.441000-441999.json,32990045,1000,65294,0.37097191700013354
mpd.slice.442000-442999.json,33412116,1000,66028,0.3777712910086848
mpd.slice.443000-443999.json,33008588,1000,65301,0.3729368750064168
mpd.slice.444000-444999.json,33410075,1000,66026,0.37519595798221417
mpd.slice.445000-445999.json,32785635,1000,64917,0.36949404201004654
mpd.slice.446000-446999.json,33614798,1000,66490,0.37615866601117887
mpd.slice.447000-447999.json,32703148,1000,64711,0.3666362499934621
